2.37068E-07,3.34342E-06,4.53285E-06,7.58917E-06
1.000000206,1.000003251,1.000004571,1.000007555
2.000000101,2.000003332,2.000004525,2.000007494
3.000000166,3.000003167,3.000004516,3.000007376
4.000000186,4.000003142,4.000004619,4.000007398
5.00000015,5.000003215,5.000004543,5.000007265
6.000000166,6.000003071,6.00000464,6.00000725
7.00000025,7.000003084,7.000004642,7.000007175
8.000000233,8.000003054,8.000004644,8.000007197
9.000000332,9.000003002,9.000004535,9.000007152
10.00000041,10.00000303,10.00000461,10.00000708
11.00000036,11.00000291,11.00000461,11.00000699
12.00000049,12.00000294,12.0000046,12.00000702
13.00000044,13.00000295,13.00000462,13.00000702
14.00000047,14.00000292,14.00000459,14.00000694
15.00000051,15.00000288,15.00000458,15.00000691
16.00000062,16.00000281,16.00000464,16.00000686
17.00000067,17.00000281,17.00000454,17.00000677
18.00000063,18.00000278,18.00000451,18.00000673
19.00000068,19.0000027,19.00000458,19.0000068
20.00000069,20.00000262,20.00000453,20.00000672
21.00000077,21.00000268,21.00000446,21.00000665
22.00000079,22.00000266,22.00000449,22.00000671
23.00000082,23.00000256,23.00000446,23.00000669
24.00000085,24.00000251,24.00000448,24.00000653
25.00000096,25.00000251,25.0000044,25.00000656
26.00000097,26.00000245,26.00000444,26.0000065
27.0000009,27.00000252,27.00000439,27.00000656
28.00000102,28.00000239,28.00000434,28.00000655
29.00000106,29.00000234,29.00000425,29.00000653
30.00000109,30.00000241,30.00000426,30.00000644
31.00000104,31.00000234,31.00000421,31.00000645
32.00000114,32.00000228,32.00000417,32.00000647
33.00000116,33.00000219,33.00000415,33.00000642
34.00000112,34.00000225,34.00000408,34.00000638
35.00000113,35.00000215,35.00000408,35.0000064
36.00000122,36.00000209,36.00000406,36.00000636
37.00000118,37.00000208,37.00000389,37.00000643
38.00000131,38.00000214,38.00000387,38.00000638
39.00000131,39.00000204,39.00000384,39.0000063
40.00000134,40.000002,40.00000382,40.00000637
41.00000139,41.00000198,41.00000383,41.00000631
42.00000142,42.00000195,42.0000037,42.00000635
43.0000014,43.0000019,43.00000373,43.00000627
44.00000149,44.00000193,44.00000369,44.00000636
45.00000149,45.00000186,45.00000354,45.0000063
46.00000153,46.00000178,46.0000036,46.00000622
47.00000156,47.00000179,47.00000349,47.00000628
48.00000165,48.00000177,48.00000353,48.00000626
49.00000169,49.0000018,49.00000351,49.00000616
50.00000169,50.00000176,50.00000339,50.00000627
51.00000172,51.00000163,51.00000348,51.00000616
52.00000174,52.00000159,52.00000342,52.00000622
53.00000174,53.0000016,53.00000341,53.00000613
54.00000179,54.00000156,54.00000343,54.00000613
55.00000184,55.00000157,55.00000333,55.00000608
56.0000019,56.0000015,56.00000341,56.00000604
57.00000188,57.00000147,57.00000334,57.00000597
58.00000197,58.0000014,58.00000329,58.00000593
59.00000199,59.00000143,59.00000333,59.00000589
60.00000203,60.00000129,60.00000342,60.00000593
61.000002,61.00000133,61.00000334,61.00000579
62.00000209,62.00000129,62.0000034,62.00000585
63.00000214,63.0000012,63.00000345,63.00000576
64.00000218,64.00000114,64.00000345,64.00000566
65.00000213,65.00000117,65.00000338,65.00000563
66.00000218,66.00000119,66.00000341,66.00000569
67.00000221,67.00000105,67.00000348,67.00000553
68.00000227,68.00000104,68.00000347,68.0000055
69.00000227,69.00000107,69.00000344,69.00000546
70.00000233,70.00000105,70.00000347,70.00000547
71.00000233,71.00000099,71.0000035,71.00000533
72.00000236,72.00000092,72.00000357,72.00000537
73.00000243,73.00000085,73.00000353,73.00000534
74.00000251,74.00000094,74.00000355,74.00000524
75.00000248,75.0000008,75.00000367,75.00000517
76.00000255,76.00000081,76.00000359,76.00000518
77.00000256,77.00000074,77.00000373,77.00000506
78.00000259,78.00000074,78.00000371,78.00000506
79.00000266,79.00000069,79.00000368,79.00000512
80.00000263,80.00000068,80.00000365,80.00000502
81.0000027,81.00000066,81.00000369,81.000005
82.00000279,82.00000069,82.00000371,82.00000499
83.00000277,83.00000058,83.00000371,83.00000489
84.00000282,84.00000065,84.00000376,84.00000486
85.0000028,85.00000066,85.00000364,85.0000049
86.00000287,86.0000006,86.00000367,86.00000489
87.00000289,87.00000058,87.0000037,87.00000481
88.00000296,88.00000049,88.00000371,88.00000478
89.00000293,89.00000051,89.00000371,89.0000048
90.00000308,90.00000047,90.0000037,90.00000481
91.00000309,91.00000044,91.00000366,91.00000473
92.00000306,92.00000038,92.00000359,92.00000472
93.00000316,93.00000029,93.00000362,93.00000478
94.00000317,94.00000024,94.00000347,94.00000475
95.00000317,95.00000024,95.00000352,95.00000473
96.00000313,96.00000025,96.00000346,96.00000477
97.00000321,97.00000011,97.00000337,97.00000478
98.00000331,98.00000006,98.00000335,98.00000479
99.00000323,98.99999999,99.00000331,99.00000476
100.0000033,100,100.0000033,100.0000047
