6.89717E-06,3.51117E-06,4.84869E-06,3.29379E-06
1.000006824,1.000003388,1.000004852,1.00000329
2.000006665,2.000003436,2.000004767,2.000003262
3.000006659,3.000003233,3.000004717,3.000003179
4.00000659,-,4.000004775,4.000003239
5.000006452,5.000003197,5.000004652,5.000003148
6.000006355,6.000003007,6.000004701,6.000003176
7.000006321,7.000002973,7.000004653,-
8.000006182,8.000002894,8.000004604,8.000003219
9.000006156,9.000002792,9.000004446,9.000003226
-,10.00000277,10.00000447,10.00000321
11.00000593,11.0000026,11.00000443,11.00000318
12.00000595,12.00000259,12.00000437,12.00000326
13.00000578,13.00000255,13.00000435,13.00000332
14.0000057,14.00000249,14.00000428,14.0000033
15.00000563,15.00000241,15.00000424,15.00000333
16.00000564,16.00000231,16.00000427,16.00000334
17.0000056,17.00000228,17.00000414,17.0000033
18.00000548,18.00000223,18.00000409,18.00000332
19.00000715,19.00000213,19.00000414,19.00002674
20.00000539,20.00000204,20.00000408,20.00000341
21.0000054,21.00002543,21.000004,21.0000034
22.00000536,22.0000254,-,22.0000035
23.00000534,23.00000199,23.00000401,23.00000352
24.00000532,24.00000196,24.00000404,24.00000341
25.00000539,25.00000198,25.00000396,25.00000348
26.00000537,26.00000195,26.00000402,26.00000345
27.00000527,27.00000204,27.00000399,27.00000354
28.00000536,28.00000195,28.00000395,28.00000357
29.00000537,29.00000193,29.00000389,29.00000358
30.00000537,30.00000204,30.00000392,30.00000352
31.0000053,31.000002,31.0000039,31.00000356
32.00000537,32.00000198,32.00000389,32.00000361
33.00000537,33.00000191,33.0000039,33.00000359
34.00002866,34.000002,34.00000386,34.00000358
35.00000526,35.00000194,35.00000388,35.00000363
36.00000532,36.0000019,36.00000389,36.00000362
37.00000524,37.00000191,37.00000374,37.00000372
38.00000532,38.000002,38.00000374,38.00000371
39.00000527,39.00000191,39.00000373,39.00000366
40.00000525,40.00000188,40.00000373,40.00000376
41.00000524,41.00000188,41.00000376,41.00000374
42.0000052,42.00000185,42.00000365,-
43.00000512,43.00000349,43.00000368,43.00000378
44.00000515,44.00000183,44.00000365,44.00000391
45.00000507,45.00000177,45.00000351,45.00000389
46.00000505,46.00000168,46.00000358,46.00000386
47.00000501,47.00000169,47.00000347,47.00000396
48.00000503,48.00000169,48.00000351,48.00000565
49.000005,49.00000172,49.00000349,49.00000394
50.00000495,50.00000168,50.00000337,50.0000041
51.00000492,51.00000156,51.00000346,51.00000404
52.00000488,52.00000154,52.00000339,52.00000415
53.00000484,53.00000157,53.00000503,53.0000041
54.00000485,54.00000156,54.0000034,54.00000415
55.00000486,55.0000016,55.0000033,55.00000414
56.00000488,56.00000157,56.00000337,56.00000414
57.00000484,-,57.0000033,57.00000411
58.00000492,58.00000157,58.00000325,58.00000412
59.00000492,59.00000166,59.00000328,59.00000411
60.00000496,60.00000158,60.00000337,60.00000419
61.00000492,61.00000169,61.0000033,61.00000409
62.00002837,62.00000172,62.00000335,62.00000418
63.0000284,63.00000171,63.00000341,63.00000412
64.00002845,64.00000173,64.00000342,64.00000406
65.00000509,65.00000184,65.00000335,65.00000406
66.00000515,66.00000195,66.00000338,66.00000414
67.0000052,67.00000189,67.00000346,67.00000401
68.00000528,68.00000196,68.00000346,68.00000401
69.00000529,69.00000207,69.00000343,69.000004
70.00000537,70.00000214,70.00000347,70.00000404
71.00000538,71.00000215,71.00000351,71.00000393
72.00000542,72.00000216,72.00000359,72.00000399
73.00000551,73.00000216,73.00000356,73.00000399
74.00000559,74.00000232,74.00000359,74.00000392
-,75.00000224,75.00002704,75.00000388
76.00000564,76.00000231,76.00000364,76.00000391
77.00000564,77.00000229,77.00000379,77.00000382
78.00000567,78.00000235,78.00000378,78.00000384
79.00000573,79.00000234,79.00000377,79.00000392
80.00000568,80.00002578,80.00000375,80.00000384
81.00000574,81.00000241,81.00000381,81.00000384
82.00000581,82.00000247,82.00000385,82.00000385
83.00000578,83.00000241,83.00000387,83.00000375
84.00000582,84.00000252,84.00000394,84.00000374
85.00000578,85.00000258,85.00000385,85.00000379
86.00000584,86.00000256,86.00000391,86.00000379
87.00000584,87.0000026,87.00000397,87.00000371
88.00000591,88.00000256,88.00000402,88.00000369
89.00000587,89.00000264,89.00000406,89.00000371
90.00000603,90.00000266,90.0000041,90.00000371
91.00000604,91.00000271,91.00000411,91.00000363
92.00000602,92.00000273,-,92.0000036
93.00000614,93.00000272,93.00000421,93.00000365
94.00000617,94.00000277,94.00000413,94.00000361
95.00000619,95.00000287,95.00000425,95.00000357
96.00000619,96.00000298,96.00000427,96.0000036
97.0000063,97.00000296,97.00000427,97.0000036
98.00000645,98.00000303,98.00000435,98.00000359
99.00000642,99.00000308,99.0000044,99.00000354
100.0000065,100.0000032,100.0000045,100.0000035
